,Section Names,Section Length,Chapter Links,Section Descriptions
675,Introduction to G Suite,1,https://www.coursera.org/learn/introduction-g-suite,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
676,Managing G Suite,1,https://www.coursera.org/learn/managing-g-suite,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
677,G Suite Security,1,https://www.coursera.org/learn/g-suite-security,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
678,G Suite Mail Management,1,https://www.coursera.org/learn/g-suite-mail-management,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
679,Introduction to TensorFlow.js,4,https://www.coursera.org/learn/browser-based-models-tensorflow,"This week we'll look at Computer Vision problems, including some of the unique considerations when using JavaScript, such as handling thousands of images for training. By the end of this module you will know how to build a site that lets you draw in the browser and recognizes your handwritten digits!"
680,Image Classification In the Browser,4,https://www.coursera.org/learn/browser-based-models-tensorflow,"This week we'll see how to take models that have been created with TensorFlow in Python and convert them to JSON format so that they can run in the browser using Javascript. We will start by looking at two models that have already been pre-converted. One of them is going to be a toxicity classifier, which uses NLP to determine if a phrase is toxic in a number of categories; the other one is Mobilenet which can be used to detect content in images. By the end of this module, you will train a model in Python yourself and convert it to JSON format using the tensorflow.js converter."
681,Converting Models to JSON Format,4,https://www.coursera.org/learn/browser-based-models-tensorflow,"One final work type that you'll need when creating Machine Learned applications in the browser is to understand how transfer learning works. This week you'll build a complete web site that uses TensorFlow.js, capturing data from the web cam, and re-training mobilenet to recognize Rock, Paper and Scissors gestures. "
682,Transfer Learning with Pre-Trained Models,4,https://www.coursera.org/learn/browser-based-models-tensorflow,"deeplearning.ai is Andrew Ng's new venture which amongst others, strives for providing comprehensive AI education beyond borders."
683,Device-based models with TensorFlow Lite,4,https://www.coursera.org/learn/device-based-models-tensorflow,"Last week you learned about TensorFlow Lite and you saw how to convert your models from TensorFlow to TensorFlow Lite format. You also learned about the standalone TensorFlow Lite Interpreter which could be used to test these models. You wrapped with an exercise that converted a Fashion MNIST based model to TensorFlow Lite and then tested it with the interpreter.This week you'll look at the first of the deployment types for this course: Android. Android is a versatile operating system that is used in a number of different device type, but most commonly phones, tablets and TV systems. Using TensorFlow Lite you can run your models on Android, so you can bring ML to any of these device types. 

While it helps to understand some Android programming concepts, we hope that you'll be able to follow along even if you don't, and at the very least try out the full sample apps that we'll explore for Image Classification, Object Detection and more!"
684,Running a TF model in an Android App,4,https://www.coursera.org/learn/device-based-models-tensorflow,"The other popular mobile operating system is, of course, iOS. So this week you'll do very similar tasks to last week -- learning how to take models and run them on iOS. You'll need some programming background with Swift for iOS to fully understand everything we go through, but even if you don't have this expertise, I think this weeks content is something you'll find fun to explore -- and you'll learn how to build a variety of ML applications that run on this important operating system!"
685,Building the TensorFLow model on IOS,4,https://www.coursera.org/learn/device-based-models-tensorflow,"Now that you've looked at TensorFlow Lite and explored building apps on Android and iOS that use it, the next and final step is to explore embedded systems like Raspberry Pi, and learn how to get your models running on that. The nice thing is that the Pi is a full Linux system, so it can run Python, allowing you to either use the full TensorFlow for Training and Inference, or just the Interpreter for Inference. I'd recommend the latter, as training on a Pi can be slow!"
686,TensorFlow Lite on devices,4,https://www.coursera.org/learn/device-based-models-tensorflow,"deeplearning.ai is Andrew Ng's new venture which amongst others, strives for providing comprehensive AI education beyond borders."
687,Data Pipelines with TensorFlow Data Services,4,https://www.coursera.org/learn/data-pipelines-tensorflow,This week you’re going to start looking at the code for using the data with input pipelines!
688, Exporting your data into the training pipeline,4,https://www.coursera.org/learn/data-pipelines-tensorflow,"How you load your data into your model can have a huge impact on how efficiently the model trains.  You'll learn  how to handle your data input to avoid bottlenecks, race conditions and more!"
689, Performance ,4,https://www.coursera.org/learn/data-pipelines-tensorflow,This week let’s learn about how you can share your data with the world in a way that’s easy for others to consume!
690,Publishing your datasets ,4,https://www.coursera.org/learn/data-pipelines-tensorflow,"deeplearning.ai is Andrew Ng's new venture which amongst others, strives for providing comprehensive AI education beyond borders."
691,TensorFlow Extended,4,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,
692,Sharing pre-trained models with TensorFlow Hub,4,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,
693,Tensorboard: tools for model training,4,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,
694,Federated Learning,4,https://www.coursera.org/learn/advanced-deployment-scenarios-tensorflow,"deeplearning.ai is Andrew Ng's new venture which amongst others, strives for providing comprehensive AI education beyond borders."
695,Introduction,4,https://www.coursera.org/learn/human-computer-interaction?specialization=interaction-design,"This module’s videos and assignment cover a really important topic: where can you get good design ideas from? Ideas that help you create meaningful designs that have a real impact on real people’s lives. Of course, good ideas come from lots of places. And wherever they come from, great. There are a few strategies I’ve found that are especially valuable, and that’s what we cover in this module’s videos. Given our focus on *real* people, we focus on going out, watching what people do, and talking to them. Check out the first video, describing participant observation. Combining observation with interviewing (the second video) provides a powerful foundation for needfinding and brainstorming.So what happens after you’ve observed a lot of stuff -- how do you connect the high-level needs to concrete design ideas? To help you bridge this gap, this module closes with a video on Creating Design Goals."
696,Needfinding,4,https://www.coursera.org/learn/human-computer-interaction?specialization=interaction-design,"This module's lectures introduce storyboarding and several strategies and media for rapid prototyping, including paper, Wizard of Oz Prototyping, and video.  An important part of the creativity of a designer is to think about how you can rapidly prototype and get feedback on your ideas. Because it's almost never the case that the first idea you have will be the best. As a designer, you can learn the most when you're creating and getting feedback on multiple alternatives. Your work will nearly always benefit from thinking broadly to find the right design, and then from lots of polish to get the design right. Prototyping is also a great way to achieve common ground across the design team and other stakeholders. We begin with storyboards, paper prototyping and mockups. Students often ask about the relationship between needfinding and prototyping: how closely does one flow into the other? Ultimately the quality of your final design is the real measure and there are lots of ways to get there. While most design work benefits from prototypes directly informed by the needfinding process, it's not required. This module seeks to introduce you to doing human-centered design, and walk you through one path that such an approach could take. In both this Specialization and in real life, you are welcome to revise your ideas as much as you like. "
697,Rapid Prototyping: Wizard of Oz Prototyping,4,https://www.coursera.org/learn/human-computer-interaction?specialization=interaction-design,"With this module's videos, we turn our focus from brainstorming and prototyping to the concrete elements of interaction design. We introduce ten key principles of good design  -- like the importance of feedback and helping people recover from errors. We call these heuristics -- watch the first video here. I hope you'll find these heuristics practical and applicable to your work both inside and outside class. The lectures discuss these heuristics with a bunch of examples drawn from real-world designs. The goal is to illustrate the many ways that designs can be successful or run into trouble.  While heuristic evaluations (HEs) focus on issues that lead to improvement they can also identify areas we think show successful compliance with a heuristic"
698,Heuristic Evaluation,4,https://www.coursera.org/learn/human-computer-interaction?specialization=interaction-design,"UC San Diego is an academic powerhouse and economic engine, recognized as one of the top 10 public universities by U.S. News and World Report. Innovation is central to who we are and what we do. Here, students learn that knowledge isn't just acquired in the classroom—life is their laboratory."
699,Welcome and Course Overview,4,https://www.coursera.org/learn/design-principles?specialization=interaction-design,"Our lecture videos in this module begin with the major innovation of the graphical interface: enabling people to perform input directly on top of output. This directness makes interfaces easier to learn because it enables people to recognize familiar elements. And continuous feedback makes interfaces easier to use, encourages exploration, and prevents errors. To illustrate the benefits of direct manipulation in real interfaces, the videos provide several examples of both particular designs and interface styles. I find that's a lot more useful than just stating abstract principles. Now is a good time to remind everyone that I am not endorsing (or rejecting) any particular product, organization, or person. What I am doing: real people in the real world make real design decisions -- you can learn from this -- and in this course I'll discuss these concrete examples so you can gain real knowledge. The rest of the videos will cover topics related to the importance of representations, such as understanding a user's mental model and helping people to distribute cognition. I will show some examples of how representational differences can impact performance. As you watch these videos, think about how you have arranged or lamented representations in your everyday life. Maybe you put your keys by the door, sunglasses on your hat, or a post-it on your laptop? You'll get a chance to delve into these examples in the assignment."
700,Direct Manipulation and Representations,4,https://www.coursera.org/learn/design-principles?specialization=interaction-design,"So far, many examples in our videos have been physical. I like physical examples because they’re often easier to understand, and they durably express fundamental principles. Equipped with those fundamentals, we'll now focus more on concrete issues in interaction design to help you flesh out your interactive prototypes. This module’s videos introduce visual and information design. These are the nuts and bolts of user interfaces: scale, contrast, pattern, shape, color, typography, and layout. What I hope you'll take away from these lectures is a newfound appreciation for how subtle changes in this visual variables can powerfully impact people's experience of documents and interfaces. Dive into the first visual design lecture here. Visual design organizes the world of information. As this module’s lectures show, that visual organization provides important cues, yet the structure itself is often invisible."
701,Visual Design and Information Design,4,https://www.coursera.org/learn/design-principles?specialization=interaction-design,"After you’ve made a design, how do you know whether it is good? Or if your team has a couple ideas it is considering, how do you know which one is better? Rather than arguing, throwing chairs, or playing rochambeau, we suggest getting your designs in front of real users to see how well they actually work. To enable you to do this, our final module of lectures will introduce you to designing, running, and analyzing experiments. Testing your ideas with people and using what you learn to make them better can often mean the difference between a flop and a hit. Usability testing also gives you a chance to flex your rapid prototyping muscles. Build several interfaces quickly, try them out with people, and use what you learn to revise them. Through repeated iteration and testing, you can end up with a wonderfully polished interface. For me, the most exhilarating aspect of running experiments is the element of surprise. Nearly every time my students, colleagues, and I run a study, we learn something that we never even thought to think of. Sometimes, it's a roadblock or bug. Other times, it's an unexpected new use of a system -- many great startups have emerged out of finding unexpected new uses for technology. Either way, it'll give you new fodder for design. As in the prototyping lectures, the evaluation lectures emphasize comparison -- testing multiple ideas. In many ways, design is choice, and comparing multiple interfaces helps you make good choices. Learn more about designing studies here."
702,Designing Experiments,4,https://www.coursera.org/learn/design-principles?specialization=interaction-design,"UC San Diego is an academic powerhouse and economic engine, recognized as one of the top 10 public universities by U.S. News and World Report. Innovation is central to who we are and what we do. Here, students learn that knowledge isn't just acquired in the classroom—life is their laboratory."
703,Connecting People through Technology,3,https://www.coursera.org/learn/social-computing?specialization=interaction-design,"In our always-on, pervasively connected world, it can seem as if space and distance don’t matter anymore. Indeed, more and more organizations are outsourcing work around the globe and/or opening satellite locations. But being instantly reachable from anywhere in the world, isn’t the same as being there. In this module, you’ll learn the ways that distance does and doesn’t matter, how to design for this reality and how to create technologies that go beyond being there. "
704,Challenges & Opportunities of Collaboration Online,3,https://www.coursera.org/learn/social-computing?specialization=interaction-design,"It can’t possibly work, can it? Slice up challenging problems into tiny pieces, distribute them to people all over the planet, and then gather their responses to piece together a solution. In this module, you’ll learn both the possibilities and limits of crowdsourcing. You’ll learn strategies for being able to use crowdsourcing successfully, and even hear from the voice of a professional crowdworker about what makes it successful from a worker’s perspective. To gain deeper intuitions, you’ll get to try it out yourself in the assignment. "
705,Crowdsourcing,3,https://www.coursera.org/learn/social-computing?specialization=interaction-design,"UC San Diego is an academic powerhouse and economic engine, recognized as one of the top 10 public universities by U.S. News and World Report. Innovation is central to who we are and what we do. Here, students learn that knowledge isn't just acquired in the classroom—life is their laboratory."
706,Input,3,https://www.coursera.org/learn/interaction-techniques?specialization=interaction-design,"We live in an information-rich world. Consequently, the hardest part of interaction is often finding what we want or finding something that we didn’t know what to ask for. From e-commerce to digital libraries, good search design is central to human-computer interaction in the 21st century."
707,Search & Navigation,3,https://www.coursera.org/learn/interaction-techniques?specialization=interaction-design,"The graphical user interface with windows, icons, menus, and pointers (WIMP) was a massive advance beyond the command line. It also took 20 years to go from research labs into people’s homes. We’re in the midst of a new sea change now. Gestural interfaces can be even more direct and more natural. They can also be even more frustrating. In this module, you’ll learn how to tell the difference and design gestural interfaces that work. "
708,Gestural Interfaces,3,https://www.coursera.org/learn/interaction-techniques?specialization=interaction-design,"UC San Diego is an academic powerhouse and economic engine, recognized as one of the top 10 public universities by U.S. News and World Report. Innovation is central to who we are and what we do. Here, students learn that knowledge isn't just acquired in the classroom—life is their laboratory."
709,Blockchain Defined,4,https://www.coursera.org/learn/blockchain-basics,"We will discuss the concept of asymmetric key encryption, define the concept of hashing, and explain techniques that use algorithms to manage the integrity of transactions and blocks in blockchain."
710,Ethereum Blockchain,4,https://www.coursera.org/learn/blockchain-basics,We will define elements of trust in blockchain and discuss the Consensus protocol.
711,Algorithms & Techniques,4,https://www.coursera.org/learn/blockchain-basics,"The University at Buffalo (UB) is a premier, research-intensive public university and the largest, most comprehensive institution of the State University of New York (SUNY) system. UB offers more than 100 undergraduate degrees and nearly 300 graduate and professional programs."
712,Trust Essentials ,4,https://www.coursera.org/learn/blockchain-basics,"The State University of New York, with 64 unique institutions, is the largest comprehensive system of higher education in the United States. Educating nearly 468,000 students in more than 7,500 degree and certificate programs both on campus and online, SUNY has nearly 3 million alumni around the globe."
713,Smart Contract Basics,4,https://www.coursera.org/learn/smarter-contracts,"This module focuses on the development of the Ballot smart contract incrementally to illustrate various features including time dependencies, validation outside the function code using access modifiers, asserts and require declarations, and event logging."
714,Solidity,4,https://www.coursera.org/learn/smarter-contracts,"This module will focus on best practices including evaluating whether a blockchain-based solution is suitable for your problem, designing Solidity smart contracts, and those relating to Remix IDE."
715,Putting it all Together,4,https://www.coursera.org/learn/smarter-contracts,"The University at Buffalo (UB) is a premier, research-intensive public university and the largest, most comprehensive institution of the State University of New York (SUNY) system. UB offers more than 100 undergraduate degrees and nearly 300 graduate and professional programs."
716,Best Practices,4,https://www.coursera.org/learn/smarter-contracts,"The State University of New York, with 64 unique institutions, is the largest comprehensive system of higher education in the United States. Educating nearly 468,000 students in more than 7,500 degree and certificate programs both on campus and online, SUNY has nearly 3 million alumni around the globe."
717,Decentralized Applications (Dapps),4,https://www.coursera.org/learn/decentralized-apps-on-blockchain,"In this module, we will discuss a few of the many best practices exclusive to smart contracts and Dapps that will improve your basic Dapp design."
718,Truffle Development ,4,https://www.coursera.org/learn/decentralized-apps-on-blockchain,We will discuss Ethereum Improvement Proposal and the ERC process that are essential for keeping Ethereum blockchain updated. We will also explore the standard ERC 20 for token Dapps and ERC 721 for non-fungible tokens.
719,Design Improvements,4,https://www.coursera.org/learn/decentralized-apps-on-blockchain,"The University at Buffalo (UB) is a premier, research-intensive public university and the largest, most comprehensive institution of the State University of New York (SUNY) system. UB offers more than 100 undergraduate degrees and nearly 300 graduate and professional programs."
720,Application Models & Standards,4,https://www.coursera.org/learn/decentralized-apps-on-blockchain,"The State University of New York, with 64 unique institutions, is the largest comprehensive system of higher education in the United States. Educating nearly 468,000 students in more than 7,500 degree and certificate programs both on campus and online, SUNY has nearly 3 million alumni around the globe."
721,Permissioned Blockchains,4,https://www.coursera.org/learn/blockchain-platforms,We will explore just a few of the important challenges and solutions that are continuously innovating Blockchain.
722,Decentralized Applications Platforms,4,https://www.coursera.org/learn/blockchain-platforms,"We will explore the Interplanetary File System (IPFS) that aims to address the decentralized data storage problem and Hashgraph, which aims to solve the decentralized trust problem."
723,Challenges & Solutions,4,https://www.coursera.org/learn/blockchain-platforms,"The University at Buffalo (UB) is a premier, research-intensive public university and the largest, most comprehensive institution of the State University of New York (SUNY) system. UB offers more than 100 undergraduate degrees and nearly 300 graduate and professional programs."
724,Alternative Decentralized Solutions,4,https://www.coursera.org/learn/blockchain-platforms,"The State University of New York, with 64 unique institutions, is the largest comprehensive system of higher education in the United States. Educating nearly 468,000 students in more than 7,500 degree and certificate programs both on campus and online, SUNY has nearly 3 million alumni around the globe."
725,Object-Oriented Analysis and Design,4,https://www.coursera.org/learn/object-oriented-design,"Best software design practices have evolved alongside programming languages. Today, all developers should be familiar with abstraction, encapsulation, decomposition, and generalization, which are fundamental principles in object-oriented design. You will learn all of these principles and how they are expressed in Java and communicated visually in Unified Modelling Language."
726,Object-Oriented Modeling,4,https://www.coursera.org/learn/object-oriented-design,"Additional design principles will help you to create code that is flexible, reusable, and maintainable. In this module you will learn about coupling and cohesion, separation of concerns, information hiding, and conceptual integrity. You will also learn to avoid common pitfalls with inheritance, and ways to express software behavior in UML."
727,Design Principles,4,https://www.coursera.org/learn/object-oriented-design,"In the previous modules you were introduced to object-oriented analysis and design, object-oriented modeling, and design principles. To cement your understanding of this material, you created a UML class diagram from an example Android code base, and used your understanding of the code base to make sequence and state diagrams to model its behavior. Now, in the final module of the course, given a description of new functionality and an updated UML class diagram, you will implement the updated design into the Android code base. After completing this development task, you will be ready to complete the final exam."
728,Capstone Challenge,4,https://www.coursera.org/learn/object-oriented-design,"UAlberta is considered among the world’s leading public research- and teaching-intensive universities. As one of Canada’s top universities, we’re known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences."
729,Introduction to Design Patterns: Creational & Structural Patterns,4,https://www.coursera.org/learn/design-patterns,"You will continue learning useful design patterns and add them to your toolbox. In this module, you will learn the behavioural patterns. This will include communicating them in UML and coding them in Java!"
730,Behavioural Design Patterns,4,https://www.coursera.org/learn/design-patterns,"You will learn a design pattern that is very useful for user interfaces: model-view-controller, or MVC. Then you will learn some principles underlying the design patterns, to create software that is flexible, reusable, and maintainable. Finally, you will learn some of the symptoms of bad design, which we call code smells or antipatterns."
731,Working with Design Patterns & Anti-patterns,4,https://www.coursera.org/learn/design-patterns,"In the previous modules, you were introduced to a variety of design patterns, and applied two of these to the example Android code base. Now, in the final module of the course, you will identify and fix specific code smells in this code base. After completing these tasks, you will be ready to complete the final exam."
732,Capstone Challenge,4,https://www.coursera.org/learn/design-patterns,"UAlberta is considered among the world’s leading public research- and teaching-intensive universities. As one of Canada’s top universities, we’re known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences."
733,UML Architecture Diagrams,4,https://www.coursera.org/learn/software-architecture,"Software comes in all shapes and sizes. The architecture you choose will affect every part of your software, from its security and efficiency, to its modularity and maintainability. In this module we will examine the different architectures that you have to choose from to shape your software."
734,Architectural Styles,4,https://www.coursera.org/learn/software-architecture,"The architecture is the most fundamental aspect of software. You will learn how development teams describe architectures, plan successful architectures based on quality attributes, and evaluate the resulting architecture. You will also learn how architecture relates to organization structure and even product planning!"
735,Architecture in Practice,4,https://www.coursera.org/learn/software-architecture,"Now, in the final module of the course, you will evaluate the proposed architecture to extend the functionality of the example Android code base."
736,Capstone Challenge,4,https://www.coursera.org/learn/software-architecture,"UAlberta is considered among the world’s leading public research- and teaching-intensive universities. As one of Canada’s top universities, we’re known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences."
737,Web Technologies,4,https://www.coursera.org/learn/service-oriented-architecture,"WS*-style web services are a ""first generation"" group of specifications that work together to allow developers to develop and use web services. They are all based on XML. In this module you will learn some of the most important specifications of WS*-style web services: SOAP, WSDL, UDDI, and BPEL."
738,Web Services,4,https://www.coursera.org/learn/service-oriented-architecture,"RESTful web services are another style of web services based on lightweight HTTP methods. They have largely superseded WS*-style services because of their relative simplicity. In this module, you will learn about RESTful services and how to design them. You will also learn a bit about microservices, a software architecture for applications that is based on services."
739,REST Architecture for SOA,4,https://www.coursera.org/learn/service-oriented-architecture,"In the previous modules, you determined an Android application’s information needs when storing data remotely. Now, in the final module of the course, you will fully connect the application to a remote Elasticsearch server to allow users to share information across their devices. After completing this task, you will be ready to complete the final exam."
740,Capstone Challenge,4,https://www.coursera.org/learn/service-oriented-architecture,"UAlberta is considered among the world’s leading public research- and teaching-intensive universities. As one of Canada’s top universities, we’re known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences."
741,Welcome to Developing APIs with the Google Cloud Platform,6,https://www.coursera.org/learn/api-design-apigee-gcp,A high level overview of the Apigee API Platform and how to use it.
742,Module 1 - The Fundamentals of the Apigee API Platform,6,https://www.coursera.org/learn/api-design-apigee-gcp,Overview of the basic concepts of APIs.
743,Module 2 - The Basics of APIs,6,https://www.coursera.org/learn/api-design-apigee-gcp,A walkthrough of the Apigee Edge UI and how to navigate through it.
744,Module 3 - Apigee Edge UI Overview,6,https://www.coursera.org/learn/api-design-apigee-gcp,Fundamental concepts when it comes to the design of an API.
745,Module 4 - API Design Concepts,6,https://www.coursera.org/learn/api-design-apigee-gcp,Hands on lab that will allow you to create your own OpenAPI specification in Apigee Edge.
746,Module 5: Lab Setup and Creating an OpenAPI Spec,6,https://www.coursera.org/learn/api-design-apigee-gcp,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
747,Module 1 - Getting Started with API Development,6,https://www.coursera.org/learn/api-development-apigee-gcp,Deep dive into API policies and how to incorporate them into the API proxy. This lesson will include an overview of the out of the box policies and labs to start adding them to the API proxy created in previous lessons.
748,Module 2 - API Policies and Management,6,https://www.coursera.org/learn/api-development-apigee-gcp,Discover how to secure and name Target Servers in Apigee Edge as well as an overview of the commonly used methods to productize APIs.
749,Module 3 - Target Servers and API Products,6,https://www.coursera.org/learn/api-development-apigee-gcp,Apply Fault Rules and Error Responses to your API proxies as well as an overview of the Message Logging Policy
750,Module 4 - Error Handling and Logging,6,https://www.coursera.org/learn/api-development-apigee-gcp,"Explore using share flows, flow hooks, and extensions in Apigee Edge and how they can be used with your API proxies"
751,"Module 5 - Shared Flows, Flow Hooks, and Extensions",6,https://www.coursera.org/learn/api-development-apigee-gcp,"Dive into Service Callouts, Mash Ups, and Advance Mediation when developing your API proxies. Topics such as caching, node.js, and deployment will also be covered. "
752,"Module 6 - Mediation, Caching, and Node.js Integration",6,https://www.coursera.org/learn/api-development-apigee-gcp,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
753,Module 1 - API Security and why it's important,2,https://www.coursera.org/learn/api-security-apigee-gcp,"There are a wide variety of options when it comes to OAuth. As part of this module, we'll be covering the various grant types you can use with your API proxy. Hands on labs will show you how to integrate these to your existing API proxies."
754,Module 2 - OAuth and Network Security,2,https://www.coursera.org/learn/api-security-apigee-gcp,"We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success."
755,From Game Player to Game Developer,4,https://www.coursera.org/learn/game-development?specialization=game-development,"One of the reasons we use Unity3D is its visual editor which makes creating interactive games accessible to both creative and technical individuals. In this module, you will create your first Unity3D project from start to finish. Using a variety of graphical and audio assets and a library of scripts, you will create a simple model of our solar system.  By the end of the module, you should have a good understanding of the Unity3D editor and the workflow for creating games."
756,Intro to Unity3D Development,4,https://www.coursera.org/learn/game-development?specialization=game-development,"Unity3D is a powerful tool for creating games. In this module, you will create your first actual game from start to finish, called Roller Madness.  This ball rolling game will introduce you to the concepts of physics, health and damage, pickups, enemies, spawners, a user interface, and a variety of visual and audio effects. This is your right of passage into game development!"
757,Creating Games in Unity3D,4,https://www.coursera.org/learn/game-development?specialization=game-development,"Now, don't get scared, but games need code. Code is the canvas upon which game systems are painted. However, that doesn't mean you need to be a C# ninja. In this module, you will start to learn the ins-and-outs of programming C# in Unity. You will apply this knowledge to build a first person shooter game, called Box Shooter.  By the end of the module, you will have the tools to begin to develop your own custom games!"
758,Designing and Coding Gameplay Systems,4,https://www.coursera.org/learn/game-development?specialization=game-development,"Michigan State University has been advancing the common good with uncommon will for more than 150 years.One of the top research universities in the world, MSU pushes the boundaries of discovery and forges enduring partnerships to solve the most pressing global challenges while providing life-changing opportunities to a diverse and inclusive academic community through more than 200 programs of study in 17 degree-granting colleges."
759,Getting Started with Game Design,4,https://www.coursera.org/learn/gamedesign?specialization=game-development,"There's a significant difference between having an idea and beginning to turn that idea into something tangible. People often confuse the phrases ""flushing out"" and ""fleshing out"". Idea generation is about ""flushing out"" an idea. This module in the Principles of Game Design is focused on ""fleshing out"" your game idea or adding muscle, skin and character to the skeleton created in Module 1. You will explore game worlds of your own creation as well as the kinds of stories you would like to tell through games. By the end of this module you will have created a ""Story Bible"" for your game."
760,Fleshing Out a Game Design,4,https://www.coursera.org/learn/gamedesign?specialization=game-development,"Games aren't just about ideas, stories and worlds. They are also interactive systems that players experience. What does it mean to develop gameplay or game systems? This module introduces you to the process of designing gameplay experiences and then how those components can be leveraged in the process of level design. You will explore what it means to ""balance"" a game or move from an idea to something playable by users."
761,From Idea to Implementation,4,https://www.coursera.org/learn/gamedesign?specialization=game-development,"Prototyping is one of the most critical skills a game designer can cultivate. The ability to ""find the fun"" in gameplay design is critical to being a successful designer. In this module you will create a prototype of a game idea. This can then be put in front of players allowing you to better understand if the underlying mechanics, systems and aesthetic are something that players may find engaging. This module also encourages you, as an aspiring game designer, to ask questions about the social impact and context of your game. As a designer, it is important to think about the impact that your creativity could possibly have on the world."
762,Making Designs Better,4,https://www.coursera.org/learn/gamedesign?specialization=game-development,"Michigan State University has been advancing the common good with uncommon will for more than 150 years.One of the top research universities in the world, MSU pushes the boundaries of discovery and forges enduring partnerships to solve the most pressing global challenges while providing life-changing opportunities to a diverse and inclusive academic community through more than 200 programs of study in 17 degree-granting colleges."
763,Show Me the Money!,4,https://www.coursera.org/learn/gamedev-business?specialization=game-development,"I think one of the most important things to realize about the business of games is that games are made up of people. While I'm borrowing the line from ""Soylent Green"" to be a bit funny, the reality is that creative people really do live and breath the games that they make and a game can't exist without a good team behind it. In this module, you will explore the fundamentals of game production and teamwork. You will get a foundation in some of the project management tools and techniques that while you may not use them on this project will help you be a better game developer in the long run."
764,Games are Made of People,4,https://www.coursera.org/learn/gamedev-business?specialization=game-development,"It may seem a bit cliché, but the idea that perception is reality is perhaps doubly important in games. This doesn't mean that style rules over substance, but that they ultimately both have to exist. That can be a hard thing to hear, that how you present something (including yourself) is as important as what you are saying. This is why in this module we want you to think about presenting yourself or your game and how to best position it or you to get a job or interest people in your project. We're not asking you to write this time, so get ready to pitch!"
765,Pitching Your Game and Yourself,4,https://www.coursera.org/learn/gamedev-business?specialization=game-development,"Starting a company isn't for everyone. But it is also good to know what goes into starting a company even if you're not the one doing it. Often times, as an employee, it can feel pretty arbitrary why a company makes the decisions it does (and sometimes it is, but for the sake of argument, we'll assume that the person at the helm of the company isn't just making random decisions). But, often there is a logic there and understanding why a company does what it does is often rooted in the logics that we will be discussing here."
766,Entrepreneurship and Starting a Company,4,https://www.coursera.org/learn/gamedev-business?specialization=game-development,"Michigan State University has been advancing the common good with uncommon will for more than 150 years.One of the top research universities in the world, MSU pushes the boundaries of discovery and forges enduring partnerships to solve the most pressing global challenges while providing life-changing opportunities to a diverse and inclusive academic community through more than 200 programs of study in 17 degree-granting colleges."
767,Starting the Project,4,https://www.coursera.org/learn/gamedev-platforms?specialization=game-development,"Welcome back!This week we will continue to build our 2D platformer game, getting into some level design and gameplay enhancements, including adding an enemy to our game. Along the way we will start to introduce some Unity Editor tips and tricks and some more advanced programming concepts.

As always, if you are having troubles with a concept, quiz, or technical issue with Unity or the project, you should post on the Discussion Forum to ask for help.  Remember to be a good Coursera community member and help others out when you can.

Onward!"
768,Getting the Game Playable,4,https://www.coursera.org/learn/gamedev-platforms?specialization=game-development,"Hi!This week we will finish our example game, bringing in some visual polish and UI, adding a game manager, and making sure our game controls work across multiple platforms.  We will continue to introduce additional design and programming concepts along the way.  And, at the end of this week, you will start the process of modifying the game and transforming it into your own creation!  How exciting!

As always, if you are having troubles with a concept, quiz, or technical issue with Unity or the project, you should post on the Discussion Forum to ask for help.  Remember to be a good Coursera community member and help others out when you can.

Go! Go! Go!"
